,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
122,50 Años De Fiesta,10,1REiHEtdz8mBVQIbkLYXSI,El Pícaro Jardinero,spotify:track:1REiHEtdz8mBVQIbkLYXSI,0.641,0.578,0.693,0.0,0.186,-9.924,0.0658,180.976,0.967,7
123,50 Años De Fiesta,11,1RMZ0OjbXOXRUGg9ZAFvH8,Se Tamba... Se Tambalea,spotify:track:1RMZ0OjbXOXRUGg9ZAFvH8,0.582,0.74,0.78,2.37e-06,0.425,-10.106,0.0389,115.582,0.911,7
126,50 Años De Fiesta,14,6W8LwpRc4VjmTMAyDeMlhP,El Pescador,spotify:track:6W8LwpRc4VjmTMAyDeMlhP,0.742,0.668,0.403,0.0,0.173,-11.079,0.0412,86.779,0.96,22
127,50 Años De Fiesta,15,4Cb8tYnvAdELM3VBecW9BC,Fiesta Negra,spotify:track:4Cb8tYnvAdELM3VBecW9BC,0.606,0.679,0.401,0.0,0.301,-10.835,0.0368,91.422,0.916,9
128,50 Años De Fiesta,16,7szXUMEQ8JLJExtoPvooiZ,Con Un Clavelito,spotify:track:7szXUMEQ8JLJExtoPvooiZ,0.725,0.733,0.43,0.0,0.139,-10.949,0.042,88.356,0.974,8
129,50 Años De Fiesta,17,3LSCZQNkolGTAjZ7MwbMzh,La Casita Blanca,spotify:track:3LSCZQNkolGTAjZ7MwbMzh,0.791,0.586,0.421,0.0,0.277,-12.043,0.0363,178.603,0.934,10
131,50 Años De Fiesta,19,6oiYPLfi4TgTDLjVVBKOMA,Amor Y Paz,spotify:track:6oiYPLfi4TgTDLjVVBKOMA,0.674,0.687,0.35,2.44e-06,0.117,-12.22,0.0572,86.136,0.929,11
132,50 Años De Fiesta,20,6zGAbCFlDZywYV26XwZcQP,La Cosecha De Mujeres - Mix,spotify:track:6zGAbCFlDZywYV26XwZcQP,0.0768,0.742,0.756,0.000133,0.0816,-9.879,0.038,93.97,0.969,21
133,50 Años De Fiesta,21,2l7fdogCdQHNbYUQt8CynC,La Pollera Colora',spotify:track:2l7fdogCdQHNbYUQt8CynC,0.832,0.669,0.615,0.0,0.336,-10.206,0.0356,93.208,0.972,31
134,50 Años De Fiesta,22,0C3OquReTa1k2iXCzSbeqZ,La Banda Borracha,spotify:track:0C3OquReTa1k2iXCzSbeqZ,0.223,0.797,0.516,0.0,0.196,-7.785,0.0936,91.599,0.944,21
135,50 Años De Fiesta,23,0dsepov5W0AFqBWll21OeD,Santa Marta,spotify:track:0dsepov5W0AFqBWll21OeD,0.139,0.84,0.891,0.0,0.0494,-8.358,0.0928,90.01,0.964,10
138,50 Años De Fiesta,1,0PZqnRgG6M3d1sXZYQxeVC,A Mi Me Duele Más Que A Vos,spotify:track:0PZqnRgG6M3d1sXZYQxeVC,0.717,0.736,0.518,0.0,0.303,-11.423,0.0466,82.527,0.964,7
139,50 Años De Fiesta,2,5L37ZBmQscaElui72afpSk,Quiero Saber Si Puede Ser,spotify:track:5L37ZBmQscaElui72afpSk,0.779,0.689,0.457,0.0,0.126,-12.286,0.0408,83.361,0.882,6
140,50 Años De Fiesta,3,4jwC79PP1i2ogihkMgpsxp,Si He Nacido Para Amarte,spotify:track:4jwC79PP1i2ogihkMgpsxp,0.703,0.636,0.413,0.0,0.247,-12.591,0.0406,157.297,0.841,9
141,50 Años De Fiesta,4,23gq25KQjWskMZR5c0cGpl,En Ese Barco,spotify:track:23gq25KQjWskMZR5c0cGpl,0.49,0.62,0.53,0.0,0.0736,-11.814,0.0385,90.581,0.96,8
142,50 Años De Fiesta,5,4v2t8pWGBgLfYSuA0obRh3,Encaje De Plata Y Luna,spotify:track:4v2t8pWGBgLfYSuA0obRh3,0.46,0.613,0.434,0.0,0.191,-11.483,0.0425,83.927,0.874,6
143,50 Años De Fiesta,6,20I69QJ4LBZeBgH8iMHP88,Cuando Te Vi Pasar,spotify:track:20I69QJ4LBZeBgH8iMHP88,0.419,0.709,0.439,0.0,0.172,-10.552,0.0751,85.417,0.941,6
144,50 Años De Fiesta,7,2rD77NHrlXCp9yz9gaa2ew,El Amor De Salvador,spotify:track:2rD77NHrlXCp9yz9gaa2ew,0.412,0.716,0.47,0.0,0.0652,-10.29,0.0501,91.421,0.948,6
145,50 Años De Fiesta,8,7JRhZ9SkYpaoo2j9udWBO3,Luna Llena Estival,spotify:track:7JRhZ9SkYpaoo2j9udWBO3,0.203,0.712,0.451,0.0,0.0558,-11.285,0.0638,91.535,0.967,5
146,50 Años De Fiesta,9,1t6k5khyOngbKEAyDw1QTr,Esperanza Paz,spotify:track:1t6k5khyOngbKEAyDw1QTr,0.315,0.407,0.51,0.0,0.101,-10.984,0.0612,188.701,0.961,5
147,50 Años De Fiesta,10,1D7MVuDgSpwKq5ETORXSmv,Me Gusta Tu Rosa Roja,spotify:track:1D7MVuDgSpwKq5ETORXSmv,0.341,0.634,0.728,0.0,0.0778,-9.322,0.0639,137.813,0.964,7
148,50 Años De Fiesta,11,4DCxRGY2tRWpezlb4klEKr,A Mi Pueblito Llegué,spotify:track:4DCxRGY2tRWpezlb4klEKr,0.36,0.634,0.624,0.0,0.0542,-9.806,0.0341,132.627,0.978,5
149,50 Años De Fiesta,12,5Z8fMWDxFFlLBakzYIw3Vq,Agarrame La Escalera,spotify:track:5Z8fMWDxFFlLBakzYIw3Vq,0.435,0.705,0.717,0.0,0.0641,-10.892,0.0323,130.925,0.99,12
150,50 Años De Fiesta,13,5iMKKoKwGrVCDBQsSr2ffl,El Cuartetazo,spotify:track:5iMKKoKwGrVCDBQsSr2ffl,0.156,0.757,0.477,0.0,0.0987,-10.16,0.0577,141.934,0.975,29
151,50 Años De Fiesta,14,4HrgjZBWXvV4TClFkoWxFw,Que Me Toque Una Cumbita,spotify:track:4HrgjZBWXvV4TClFkoWxFw,0.621,0.694,0.548,0.0,0.0896,-11.597,0.037,85.747,0.702,9
152,50 Años De Fiesta,15,0C0RiVJpcoFsj8ZV8c8Wy4,La Pena Del Navegante,spotify:track:0C0RiVJpcoFsj8ZV8c8Wy4,0.6,0.604,0.512,0.0,0.0872,-10.209,0.036,84.104,0.817,5
153,50 Años De Fiesta,16,1FFLAW05L0CT0hifjp8LtY,Gritos Del Monte,spotify:track:1FFLAW05L0CT0hifjp8LtY,0.453,0.676,0.443,0.0,0.322,-10.326,0.029,98.295,0.607,5
154,50 Años De Fiesta,17,0jwYCnJyoOBbynWa8fn4iv,Anunciando La Navidad,spotify:track:0jwYCnJyoOBbynWa8fn4iv,0.579,0.314,0.451,0.0,0.415,-11.117,0.0387,183.497,0.749,4
155,50 Años De Fiesta,18,2qx0mXaVVcjxJvBfkc0Tuj,El Niño Está Con Nosotros,spotify:track:2qx0mXaVVcjxJvBfkc0Tuj,0.334,0.744,0.38,0.0,0.194,-12.126,0.0381,92.381,0.961,6
156,50 Años De Fiesta,19,0PrmBfJrq3mq8hDZmHF2TE,Borracho Y Contento,spotify:track:0PrmBfJrq3mq8hDZmHF2TE,0.235,0.49,0.609,4.17e-05,0.0506,-10.552,0.0391,103.604,0.957,7
157,50 Años De Fiesta,20,0ZDCpMmfey9JjgxaleN4bX,Cumbia Bohemia,spotify:track:0ZDCpMmfey9JjgxaleN4bX,0.363,0.651,0.498,0.0,0.0994,-9.484,0.052,89.668,0.844,5
158,50 Años De Fiesta,21,77tXsCAmCbpb25k2sHRjCH,Canta Y Llora Mi Acordeón,spotify:track:77tXsCAmCbpb25k2sHRjCH,0.693,0.724,0.574,0.0,0.108,-11.039,0.0391,93.877,0.967,5
159,50 Años De Fiesta,22,3FapivLueS1KULvj8QqStM,Una Peleita Chiquita,spotify:track:3FapivLueS1KULvj8QqStM,0.558,0.632,0.456,0.0,0.0658,-11.964,0.0715,188.586,0.966,5
160,50 Años De Fiesta,23,2mazQy8AipaRwJ2SogsYWh,Una Pollerita Por La Carretera,spotify:track:2mazQy8AipaRwJ2SogsYWh,0.596,0.697,0.543,2.27e-06,0.0549,-11.418,0.0345,95.415,0.962,5
161,50 Años De Fiesta,24,2nGien6zz3rOQqbBAYMyKe,Baila Botija,spotify:track:2nGien6zz3rOQqbBAYMyKe,0.582,0.649,0.458,0.0,0.604,-12.384,0.0356,102.599,0.939,4
162,50 Años De Fiesta,25,3wtkUp0c7tocMr3oMrNGc9,El Merengón,spotify:track:3wtkUp0c7tocMr3oMrNGc9,0.653,0.663,0.579,3.61e-06,0.0813,-10.356,0.0379,135.34,0.846,5
163,Wawa-Mix 2,1,2h87l6Lfw5TtAylCc4DVDR,La Cruz,spotify:track:2h87l6Lfw5TtAylCc4DVDR,0.0293,0.8,0.893,0.493,0.026,-7.811,0.0408,124.01,0.957,12
165,Wawa-Mix 2,3,2mpi0Qwui6aDMLXmN9vfKn,El Gavila,spotify:track:2mpi0Qwui6aDMLXmN9vfKn,0.182,0.819,0.906,0.0,0.0716,-5.734,0.0929,97.978,0.964,11
166,Wawa-Mix 2,4,4vx7sfe7cJhnufjR05mvEM,Te Lo Tengo Que Decir,spotify:track:4vx7sfe7cJhnufjR05mvEM,0.162,0.706,0.791,0.000941,0.0582,-7.96,0.0416,92.988,0.864,13
167,Wawa-Mix 2,5,2UtSZlHh8r5JgzKL9rqUQt,Se Robaron Mi Mujer,spotify:track:2UtSZlHh8r5JgzKL9rqUQt,0.072,0.732,0.796,0.0,0.212,-7.699,0.12,98.999,0.723,1
168,Wawa-Mix 2,6,3rEXvVLb52eLGkxFoKUNyb,Se Tamba...Se Tambalea,spotify:track:3rEXvVLb52eLGkxFoKUNyb,0.00857,0.64,0.935,0.442,0.343,-8.328,0.0695,171.73,0.801,1
169,Wawa-Mix 2,7,3aq6QDx1chwtYc2iCMBc4U,La Gallina,spotify:track:3aq6QDx1chwtYc2iCMBc4U,0.262,0.75,0.957,0.0052,0.0571,-7.246,0.0777,102.996,0.586,1
170,Wawa-Mix 2,8,5uDoi4PgbgcCaVuk8zNtOZ,"Lloran, Lloran Las Mujeres",spotify:track:5uDoi4PgbgcCaVuk8zNtOZ,0.0305,0.654,0.794,8.73e-05,0.154,-6.974,0.0419,189.804,0.896,1
172,Wawa-Mix 2,10,7zabo6p9VbmBrmP4N99K1F,Mega-Mix,spotify:track:7zabo6p9VbmBrmP4N99K1F,0.0608,0.504,0.886,0.000331,0.212,-6.212,0.112,98.338,0.698,2
173,Incomparables,1,2yuQsmNWU9xcbcLFZqszEf,El Patuleco,spotify:track:2yuQsmNWU9xcbcLFZqszEf,0.741,0.797,0.551,0.00216,0.467,-14.933,0.0483,105.844,0.974,1
175,Incomparables,3,1QOuGuJiUKmYxcw2dBujql,El Otorrinolaringologo,spotify:track:1QOuGuJiUKmYxcw2dBujql,0.725,0.801,0.452,0.000491,0.155,-10.957,0.039,136.693,0.961,11
176,Incomparables,4,593qMdjKjoBf2rKlX4pQGO,Moliendo Cafe,spotify:track:593qMdjKjoBf2rKlX4pQGO,0.585,0.584,0.595,0.72,0.0761,-10.262,0.039,118.853,0.932,13
178,Incomparables,6,4q4MIwJFqTbGfH59MmcPdf,Un Empujoncito Al Carro,spotify:track:4q4MIwJFqTbGfH59MmcPdf,0.831,0.688,0.539,3.79e-06,0.24,-11.891,0.0536,122.684,0.97,0
181,Incomparables,9,0ulSnH1cALk9he7EzOoip5,Justiniana,spotify:track:0ulSnH1cALk9he7EzOoip5,0.337,0.662,0.459,0.0,0.208,-11.06,0.0405,100.589,0.961,1
183,Incomparables,11,38WoNKVLDE5Fid7u5sIgv6,Apagame La Vela,spotify:track:38WoNKVLDE5Fid7u5sIgv6,0.844,0.721,0.66,8.85e-06,0.242,-12.3,0.043,132.035,0.936,4
184,Incomparables,12,5ACmo0WNHtNOQN2mGJ1Zz4,Deja Que Suba La Marea,spotify:track:5ACmo0WNHtNOQN2mGJ1Zz4,0.722,0.555,0.662,0.000106,0.11,-9.393,0.0583,96.851,0.93,0
199,El Beso Wawanquero,1,1E9UpioPsQKItzfpPfJq4O,El Beso Wawanquero,spotify:track:1E9UpioPsQKItzfpPfJq4O,0.163,0.679,0.664,0.0,0.148,-7.79,0.0947,182.101,0.562,2
200,El Beso Wawanquero,2,7n471bWw7JQ2GMkyI5cHZI,Fanny,spotify:track:7n471bWw7JQ2GMkyI5cHZI,0.0945,0.708,0.79,0.0,0.126,-8.183,0.103,188.024,0.933,1
201,El Beso Wawanquero,3,4m4EZBLdnTKerdq9Q3qFhT,Tu Cumpleaños,spotify:track:4m4EZBLdnTKerdq9Q3qFhT,0.0582,0.792,0.817,0.0,0.0803,-8.46,0.0656,94.987,0.964,0
202,El Beso Wawanquero,4,3xYvrXzcfjk2AYLJuetEUb,La Canoíta,spotify:track:3xYvrXzcfjk2AYLJuetEUb,0.105,0.633,0.824,1.51e-06,0.0965,-8.012,0.0438,179.979,0.9,1
203,El Beso Wawanquero,5,6we42OutQ2g4ld2c3HqKb4,"Amor, Dinero y Libertad",spotify:track:6we42OutQ2g4ld2c3HqKb4,0.0638,0.725,0.852,0.0,0.0965,-8.011,0.0378,93.973,0.935,0
204,El Beso Wawanquero,6,3rq0k7wZdB61PrAhaS7f13,El Amorcito de una Mujer,spotify:track:3rq0k7wZdB61PrAhaS7f13,0.0341,0.706,0.961,0.0,0.309,-7.457,0.0807,160.47,0.973,0
205,El Beso Wawanquero,7,6kCeXCyD9xeppCrDoHtb92,Morir de Amor,spotify:track:6kCeXCyD9xeppCrDoHtb92,0.275,0.698,0.704,7.28e-06,0.11,-8.461,0.0473,173.109,0.946,1
206,El Beso Wawanquero,8,3lffRln0I9F1iDEzB16dBE,Que Suerte la del Gallito,spotify:track:3lffRln0I9F1iDEzB16dBE,0.0891,0.766,0.795,0.0,0.315,-8.375,0.0362,110.981,0.961,0
207,El Beso Wawanquero,9,0OmCu8seJteDIQECFTKr4U,A la Deriva,spotify:track:0OmCu8seJteDIQECFTKr4U,0.247,0.637,0.652,0.0,0.124,-10.947,0.0483,185.072,0.968,0
208,El Beso Wawanquero,10,0N2lzcMAc7l5PAOXPsh39r,Momentos de Amor,spotify:track:0N2lzcMAc7l5PAOXPsh39r,0.455,0.862,0.544,0.0,0.155,-7.719,0.0379,108.038,0.946,0
209,Coleccion Aniversario,1,1BNSj7hzLXQ3kt1H0jxO4x,Lucerito,spotify:track:1BNSj7hzLXQ3kt1H0jxO4x,0.576,0.637,0.524,0.0,0.375,-9.837,0.031,95.567,0.965,16
211,Coleccion Aniversario,3,4h4dtNC6aUqOmVAiYf3bmf,La Arañita De Martita,spotify:track:4h4dtNC6aUqOmVAiYf3bmf,0.542,0.795,0.589,2.18e-05,0.0588,-9.316,0.0459,137.627,0.981,21
212,Coleccion Aniversario,4,1DbudAemBUFKvfUldvtlWa,La Cosecha De Mujeres,spotify:track:1DbudAemBUFKvfUldvtlWa,0.828,0.68,0.612,0.0,0.286,-8.71,0.0402,95.902,0.854,4
213,Coleccion Aniversario,5,5vBOzBKQNNOiSElynOMbnH,El Testamento,spotify:track:5vBOzBKQNNOiSElynOMbnH,0.784,0.698,0.705,0.0,0.172,-7.708,0.0343,91.539,0.974,12
217,Coleccion Aniversario,9,2FkGK6XLeHqAqFTrTbIQMt,El Cafetero,spotify:track:2FkGK6XLeHqAqFTrTbIQMt,0.389,0.691,0.667,1.73e-05,0.299,-6.707,0.0378,82.391,0.96,13
218,Coleccion Aniversario,10,5YcXQu1ys4hJdIhbzTNB5C,Chon Chon Chon,spotify:track:5YcXQu1ys4hJdIhbzTNB5C,0.724,0.739,0.554,5.5e-05,0.0714,-9.961,0.041,141.342,0.844,1
220,Coleccion Aniversario,12,36tU2gTCKoSScPpNneLjk3,No Te Vayas Corazon,spotify:track:36tU2gTCKoSScPpNneLjk3,0.862,0.558,0.38,4.63e-06,0.301,-11.814,0.0387,171.697,0.952,3
222,Coleccion Aniversario,14,7avKf8uDDwGeQLvERxMZwG,Santa Marta - Remix,spotify:track:7avKf8uDDwGeQLvERxMZwG,0.422,0.749,0.672,0.0,0.323,-11.857,0.0518,89.971,0.962,4
223,Cumbilandia (Tu Ritmo Feliz),1,7z043kVHBpOLnzGI7HMcyn,Esto Es Cumbilandia,spotify:track:7z043kVHBpOLnzGI7HMcyn,0.384,0.863,0.749,0.00154,0.0386,-11.804,0.044,122.395,0.981,0
224,Cumbilandia (Tu Ritmo Feliz),2,0jc0EjAPZurd9skQkWKli4,El Camaleon,spotify:track:0jc0EjAPZurd9skQkWKli4,0.134,0.754,0.904,2.31e-06,0.334,-12.124,0.0617,123.328,0.879,1
225,Cumbilandia (Tu Ritmo Feliz),3,3yt0VCP2fC8ECqWzdEtgQN,Sombrero De Paja,spotify:track:3yt0VCP2fC8ECqWzdEtgQN,0.229,0.718,0.735,6.86e-05,0.174,-11.561,0.0634,91.745,0.933,12
226,Cumbilandia (Tu Ritmo Feliz),4,0UqtXl34zVtk5kSPTjVFHx,Corazon Contento,spotify:track:0UqtXl34zVtk5kSPTjVFHx,0.131,0.569,0.806,0.0246,0.103,-10.686,0.0431,134.08,0.929,1
228,Cumbilandia (Tu Ritmo Feliz),6,6GFXEYtLwyPkRDbnAfp7Xw,De Boliche En Boliche,spotify:track:6GFXEYtLwyPkRDbnAfp7Xw,0.0511,0.59,0.827,0.00136,0.0667,-11.911,0.0492,133.413,0.745,0
229,Cumbilandia (Tu Ritmo Feliz),7,6I5gpu6ltGO9rPbQpip0fr,Subamonos Al Carro,spotify:track:6I5gpu6ltGO9rPbQpip0fr,0.0364,0.518,0.548,2.95e-06,0.125,-15.833,0.0783,170.674,0.848,0
230,Cumbilandia (Tu Ritmo Feliz),8,5YDMdyaCQRGB0HBN2QU43F,Guantanamera,spotify:track:5YDMdyaCQRGB0HBN2QU43F,0.143,0.497,0.647,6.92e-05,0.207,-15.498,0.0859,129.095,0.769,12
231,Cumbilandia (Tu Ritmo Feliz),9,7HCZyaw0OPuOMIyKheRhwl,Lisboa Antigua,spotify:track:7HCZyaw0OPuOMIyKheRhwl,0.0404,0.538,0.434,0.0,0.177,-17.609,0.102,169.229,0.835,0
232,Wawamix,1,1O81OcAljAa6BNwAM1mcwA,Quiero Un Sombrero Mix,spotify:track:1O81OcAljAa6BNwAM1mcwA,0.00726,0.813,0.907,0.00981,0.0398,-8.981,0.0501,119.985,0.783,14
233,Wawamix,2,5ATpRpaHfcz5Zdevgt21pm,La Banda Borracha Mix,spotify:track:5ATpRpaHfcz5Zdevgt21pm,0.0142,0.781,0.689,0.000943,0.221,-9.459,0.194,177.96,0.771,13
235,Wawamix,4,5pH4hzUIHcsI9I14I9txSq,Lucerito Mix,spotify:track:5pH4hzUIHcsI9I14I9txSq,0.0942,0.701,0.764,0.000426,0.129,-9.704,0.0351,94.966,0.972,13
236,Wawamix,5,31GxdSZzCBDV77humRtYgp,La Burrita Mix,spotify:track:31GxdSZzCBDV77humRtYgp,0.0196,0.828,0.795,2.83e-06,0.0391,-9.975,0.0323,121.919,0.946,5
237,Wawamix,6,194jE6xCJ1otoOzjP9KXb2,La Pollera Colora' Mix,spotify:track:194jE6xCJ1otoOzjP9KXb2,0.0782,0.756,0.691,3.88e-06,0.0616,-9.069,0.163,93.966,0.417,13
238,Wawamix,7,7Armi1XkuFXzUjazuovB6E,Quitate El Zapato Mix,spotify:track:7Armi1XkuFXzUjazuovB6E,0.0425,0.834,0.847,0.0,0.0583,-9.689,0.136,127.944,0.936,5
239,Wawamix,8,3M4YY15qSY5AZRRdfkdJqe,Atrevete A Mirarme De Frente Mix,spotify:track:3M4YY15qSY5AZRRdfkdJqe,0.125,0.671,0.869,0.000348,0.221,-9.568,0.0435,175.949,0.946,36
240,Wawamix,9,4wiONGltnfqAxI79FyJtTz,Se Va El Caiman Mix,spotify:track:4wiONGltnfqAxI79FyJtTz,0.106,0.771,0.769,0.000658,0.071,-9.752,0.0675,96.933,0.813,15
241,Wawamix,10,0nE02fsJa7x8WcwyOxfKF6,Mega Mix,spotify:track:0nE02fsJa7x8WcwyOxfKF6,0.0299,0.571,0.733,0.000306,0.0779,-9.652,0.164,120.257,0.786,7
242,Hay un Estilo,1,0PdqvqKxGnTC0ABIgMjrvr,Ingrata y Desamorada,spotify:track:0PdqvqKxGnTC0ABIgMjrvr,0.416,0.778,0.364,4.35e-06,0.0769,-15.47,0.0419,90.947,0.856,1
243,Hay un Estilo,2,6AgNI4o2vYC7xasakZY0NE,Como Agua Bendita,spotify:track:6AgNI4o2vYC7xasakZY0NE,0.21,0.624,0.516,0.0,0.254,-12.87,0.0468,202.865,0.88,1
244,Hay un Estilo,3,41EHTkT09gAxuXTwM9xFKd,Que Buen Tipo Que Soy,spotify:track:41EHTkT09gAxuXTwM9xFKd,0.214,0.797,0.367,0.0,0.154,-13.835,0.0508,124.096,0.967,1
245,Hay un Estilo,4,3yvKuvBajUlny0nXQBRnqn,Mujer de Lágrima Fácil,spotify:track:3yvKuvBajUlny0nXQBRnqn,0.228,0.743,0.316,0.0,0.199,-18.057,0.0612,128.136,0.751,0
246,Hay un Estilo,5,4p5dWHE6GDKUGKghRVy0qD,La Cuevita de Lili,spotify:track:4p5dWHE6GDKUGKghRVy0qD,0.173,0.763,0.46,0.0,0.12,-15.513,0.0495,152.028,0.814,1
247,Hay un Estilo,6,1PEeTSVkMfOq4GfYFIzUtY,"Nada, Nadita Soy",spotify:track:1PEeTSVkMfOq4GfYFIzUtY,0.209,0.681,0.523,0.0,0.0571,-15.451,0.0682,185.889,0.621,0
248,Hay un Estilo,7,6JxBlYCkAaOCvFuosvaM7q,En el Río Mamore,spotify:track:6JxBlYCkAaOCvFuosvaM7q,0.452,0.773,0.507,0.0,0.249,-14.877,0.0392,96.463,0.963,1
249,Hay un Estilo,8,6vWbF2Nn0V4wVu3lxK1X4X,Dame Dame Mi Dios,spotify:track:6vWbF2Nn0V4wVu3lxK1X4X,0.418,0.733,0.454,0.0,0.0716,-15.402,0.0359,95.067,0.805,0
251,Hay un Estilo,10,64XmXVL9T2LHxkgw5RO9Jy,Los Maridos de Doña Flor,spotify:track:64XmXVL9T2LHxkgw5RO9Jy,0.332,0.772,0.252,0.0,0.195,-19.962,0.054,140.154,0.927,0
252,La Fiesta Grande De Los Wawanco,1,4llipIkHBHZd7ZkcpH832Q,Cumbias Enganchadas 1,spotify:track:4llipIkHBHZd7ZkcpH832Q,0.142,0.538,0.47,0.0,0.158,-11.992,0.0897,94.397,0.672,15
253,La Fiesta Grande De Los Wawanco,2,0YKnOCKCAWBFGyG6xIJwKR,Cumbia Enganchadas 2,spotify:track:0YKnOCKCAWBFGyG6xIJwKR,0.217,0.595,0.471,2.48e-06,0.333,-12.015,0.122,121.544,0.675,6
